,Unnamed: 0,latitude,longitude,address,ward_id,color_marker,cluster_assignment,zone_assignment
0,0,18.93452541830031,72.83641077784328,"Bora Bazaar, A Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400038, India",A,Blue,0.0,5.0
1,1,18.92156681802486,72.83228100093567,"Papaya bistro, Boman Behram Road (Mere Weather Road)/Shri Boman Kawasji Boman Behram Marg (Mere Weather Road), A Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400001, India",A,Blue,0.0,5.0
2,2,18.92380419791584,72.83177018027394,"Holland House, Nanabhai Moos Marg (Upper Colaba Road), A Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400032, India",A,Blue,0.0,5.0
3,3,18.93649916833496,72.83845033505023,"Windsor, Kumtha Street, Ballard Estate, A Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400038, India",A,Blue,0.0,5.0
4,4,18.938208298579603,72.8372232833373,"ASHAPURA TRAVELS AGENCY, Walchand Hirachand Road (Fort Street), Bori Bunder, A Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 40001, India",A,Blue,0.0,5.0
5,5,18.955739657674393,72.83465297601957,"Hindustan Restaurant, JB Shah Road (Chinch Bandar Road), Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue,0.0,5.0
6,6,18.95233507140767,72.83440789142435,"Toilets, Bibijan Street, Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue,0.0,5.0
7,7,18.95770413418953,72.83667874214929,"102, 2nd Flank Road, Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India",B,Blue,0.0,5.0
8,8,18.95403805772641,72.8333698831657,"Noor Hospital, 49, J.J. Flyover, C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue,0.0,5.0
9,9,18.958458866548263,72.83547541671486,"Noor Masjid, Mohamed Umer Kokil Marg, Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India",B,Blue,0.0,5.0
10,10,18.956292578608533,72.83564771070273,"Mohamed Umer Kokil Marg, Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India",B,Blue,0.0,5.0
11,11,18.949424900242782,72.83568129830952,"Old Bangalipura Road, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue,0.0,5.0
12,12,18.950196278916174,72.83891488889894,"B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India",B,Blue,0.0,5.0
13,13,18.96170459791564,72.83455537058657,"Jail Road North; Laxman Narayan Jadhav Road (Jail Road North), Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India",B,Blue,0.0,5.0
14,14,18.95854357177087,72.83701800338875,"Azad, Sardar Vallabhbhai Patel Road (Sandhurst Road), Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue,0.0,5.0
15,15,18.953717312300643,72.83379650503204,"Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue,0.0,5.0
16,16,18.95971000161665,72.83315579981671,"Piru Lane Masjid, Piru Lane, Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",B,Blue,0.0,5.0
17,17,18.95764931897959,72.83151239891433,"C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400039, India",C,Blue,0.0,5.0
18,18,18.95924359636312,72.82760318369158,"Sant Sena Maharaj Road, C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",C,Blue,0.0,5.0
19,19,18.94999470045629,72.82329779892072,"Wagle Wadi, C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400002, India",C,Blue,0.0,5.0
20,20,18.95581873980234,72.83170594325766,"1st Cross Lane Ghoghari Mohalla, C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",C,Blue,0.0,5.0
21,21,18.95722170072738,72.82639770037575,"Islampura Street, C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",C,Blue,0.0,5.0
22,22,18.9608691652865,72.80976910638519,"Sumer Saraswati CHS, Krishna Sangh Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue,0.0,5.0
23,23,18.95419370915071,72.81652550739392,"Punjab, Mama Paramanand Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400007, India",D,Blue,0.0,5.0
24,24,18.961626947234212,72.8098051514458,"Barry Villa, Krishna Sangh Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue,0.0,5.0
25,25,18.96679090989981,72.80359900257447,"Warden Road (Bhula Bhai Desai Marg), Haji Ali, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue,0.0,5.0
26,26,18.94860325856298,72.79673496472486,"Jamnadas Mehta Marg, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400006, India",D,Blue,0.0,5.0
27,27,18.95640253178899,72.80970322298411,"Makichan Hall, 2nd Babulnath Cross Lane 2, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400007, India",D,Blue,0.0,5.0
28,28,18.96371375732686,72.82159692418315,"Parsuram Puppaha Road (Bapty Road), Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",D,Blue,0.0,5.0
29,29,18.95873689508986,72.81309186956267,"Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400007, India",D,Blue,0.0,5.0
30,30,18.952522885567912,72.81820949253121,"Saifee Hospital, Maharshi Karve Road, C Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue,0.0,5.0
31,31,18.96366310638834,72.82076340101509,"Tardeo, Patthe Bapurao Marg (Falkland Road), Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue,0.0,5.0
32,32,18.953453241998712,72.80619073784844,"Walkeswar Road, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400006, India",D,Blue,0.0,5.0
33,33,18.96156710112902,72.82123674039451,"Hotel Briteway, 278, Maulana Shaukat Ali Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400007, India",D,Blue,0.0,5.0
34,34,18.96494001270727,72.81965254520328,"Jaysinghbhai P Solanki Garden, Patthe Bapurao Marg (Falkland Road), Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue,0.0,5.0
35,35,18.963941125017623,72.81041860429852,"Vasantrao Naik Marg (Forjet Street), Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue,0.0,5.0
36,36,18.973029911875912,72.81515646083801,"Rajani Mahal, Hatutma Sitaram Ghadi Gaonkar Street, Cowasji Jehangir Colony, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400034, India",D,Blue,0.0,5.0
37,37,18.95642640223018,72.81308495457282,"Samyak Drishti Eye Centre, N Spatkar Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400007, India",D,Blue,0.0,5.0
38,38,18.96569416268198,72.81339531220519,"Bhatia General Hospital and Blood Bank, Tukaram Javji Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400007, India",D,Blue,0.0,5.0
39,39,18.95489671687805,72.82240452627661,"Kalyan Building No. 6, Khadilkar Marg (Kandewadi Lane), Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue,0.0,5.0
40,40,18.96845021814094,72.82254177350617,"Cowasji Jehangir Colony, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue,0.0,5.0
41,41,18.955676778383967,72.82030816702733,"Ideal Wafer House, Kotachi Wadi, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue,0.0,5.0
42,42,18.97355232006301,72.80875074501753,"Haji Ali, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400026, India",D,Blue,0.0,5.0
43,43,18.9482123534295,72.79625953690547,"Dongarsi Road, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400006, India",D,Blue,0.0,5.0
44,44,18.967654380960592,72.82352970041705,"Cowasji Jehangir Colony, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400004, India",D,Blue,0.0,5.0
45,45,18.97773067834001,72.81049730378056,"Heera Panna, Bhula Bhai Desai Marg, Haji Ali, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400026, India",D,Blue,0.0,5.0
46,46,18.957489080494238,72.8154273063236,"Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue,0.0,5.0
47,47,18.956718113611327,72.79948921077431,"F Block, Hyderabad Estate, L Jagmohandas Marg, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400006, India",D,Blue,0.0,5.0
48,48,18.96627254683592,72.81261419545214,"Vasantrao Naik Marg (Forjet Street), Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue,0.0,5.0
49,49,18.96481070009375,72.81128709951503,"Krantiveer Vasantrao N Naik Cross Lane, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue,0.0,5.0
50,50,18.964287697973262,72.81579278067214,"Aditya, Aditya apartments, Chikalwadi, D Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400036, India",D,Blue,0.0,5.0
51,51,18.97358107257152,72.82819127779757,"E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue,0.0,5.0
52,52,18.97692299925036,72.83013999864153,"Bapurao Jagtap Road, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400027, India",E,Blue,0.0,5.0
53,53,18.97308107343798,72.82557268082134,"L Melville Marg, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue,0.0,5.0
54,54,18.97688868938127,72.8245909737755,"Hindustan Spinning and Weaving Mills no.1-2, Keshavrao Khadye Marg, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400027, India",E,Blue,0.0,5.0
55,55,18.974644956350428,72.82651562073673,"Red Cross Street, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue,0.0,5.0
56,56,18.967329999205283,72.83910999912936,"Saint Mary Road, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue,0.0,5.0
57,57,18.97524860076407,72.8238218003798,"Wockhardt Hospitals, South Mumbai, Red Cross Street, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400011, India",E,Blue,0.0,5.0
58,58,18.974809811146308,72.82624095010003,"Red Cross Street, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue,0.0,5.0
59,59,18.9690894708455,72.82832897304651,"Nagori Clinic and Nursing Home, Maulana Azad Road North, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue,0.0,5.0
60,60,18.96521768508955,72.84138127778964,"Hussain Patel Marg, Mandvi, B Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400003, India",E,Blue,0.0,5.0
61,61,18.98563049970605,72.83137699977948,"Arthur Road Jail, Sane Guruji Marg (Arthur Road), E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400027, India",E,Blue,0.0,5.0
62,62,18.97440913376164,72.83234188462139,"N M Joshi Marg (Delisle Road), E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue,0.0,5.0
63,63,18.97302309935158,72.82946620026283,"1st Sankli Street, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue,0.0,5.0
64,64,18.96348750274705,72.83098459971492,"Ahl e Hadith Masjid, Temkar Street, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",E,Blue,0.0,5.0
65,65,18.966545494013427,72.84650630105452,"E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India",E,Blue,0.0,5.0
66,66,19.007642374176108,72.85460306006273,"Dnyaneshwar Vidyalay, Sewri Cross Road, Sadbhavana Nagar, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/S,Blue,0.0,5.0
67,67,18.991323300066263,72.83635230117667,"Ambewadi, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue,0.0,5.0
68,68,19.013072541745398,72.86144910634151,"BPT Hospital, LM Nadkarni Road, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400011, India",F/S,Blue,0.0,5.0
69,69,19.0037054999598,72.854641700316,"Sewri Cross Road, Sadbhavana Nagar, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/S,Blue,0.0,5.0
70,70,19.004753233736103,72.85423659266459,"Sadbhavana Nagar, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/S,Blue,0.0,5.0
71,71,19.00648138053184,72.83909133816472,"Shindewadi, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue,0.0,5.0
72,72,18.98936451350657,72.85185673222287,"Sewri Dockyard, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400015, India",F/S,Blue,0.0,5.0
73,73,18.993673300456983,72.8368930005215,"Currey Road, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue,0.0,5.0
74,74,18.99076126945868,72.83659405557796,"Ambewadi, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue,0.0,5.0
75,75,19.00434094065949,72.84294171520754,"Dr Ernest Borges Marg, Bhoiwada, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue,0.0,5.0
76,76,19.00512767077463,72.8384526615479,"Social Service League School Ground, Vitthal Chavan Marg, Parel Village, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue,0.0,5.0
77,77,19.00429543289544,72.83777706946023,"Parel Village, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400012, India",F/S,Blue,0.0,5.0
78,78,18.994309150065032,72.84475834971751,"G D Ambedkar Marg (Parel Tank Road), Dock Labour Colony, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400015, India",F/S,Blue,0.0,5.0
79,79,19.00558071101374,72.85414154401901,"Sadbhavana Nagar, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/S,Blue,0.0,5.0
80,80,19.00826370676675,72.8467899552739,"P Pednekar Marg, Bhoiwada, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/S,Blue,0.0,5.0
81,81,19.014441758102,72.84283575815255,"Dr. Mahaveer Jangada Clinic, Dadar, Dadasaheb Phalke Marg, Shindewadi, F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400014, India",F/S,Blue,0.0,5.0
82,82,18.99196790514752,72.8177571617841,"Jeejamata Nagar, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400018, India",G/S,Blue,0.0,5.0
83,83,18.9952865094402,72.82119253232985,"BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400018, India",G/S,Blue,0.0,5.0
84,84,19.01501899918175,72.81752900023633,"Sir Pochkhanwala Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400030, India",G/S,Blue,0.0,5.0
85,85,19.01730156437571,72.81922835574561,"Worli Village, V B Worlikar Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400030, India",G/S,Blue,0.0,5.0
86,86,19.01749964617516,72.8207839224221,"G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",G/S,Blue,0.0,5.0
87,87,19.01754458422495,72.81905807872687,"V B Worlikar Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400030, India",G/S,Blue,0.0,5.0
88,88,18.99219662184117,72.81810516671031,"Jeejamata Nagar, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400018, India",G/S,Blue,0.0,5.0
89,89,19.01730156437571,72.81922835574561,"Worli Village, V B Worlikar Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400030, India",G/S,Blue,0.0,5.0
90,90,19.010408655956713,72.82458414918284,"Century Mills, Sadanand Hasu Tandel Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400030, India",G/S,Blue,0.0,5.0
91,91,19.00218609656497,72.8218707420464,"SV 110/2,, Sivram Seth Amritwar Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400018, India",G/S,Blue,0.0,5.0
92,92,18.99626048305448,72.81482888043145,"BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 40013, India",G/S,Blue,0.0,5.0
93,93,19.003495024065693,72.82764953105583,"BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400013, India",G/S,Blue,0.0,5.0
94,94,18.9861379567609,72.82723845533845,"Laxmi Puja Apartments, Junior Boricha Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400027, India",G/S,Blue,0.0,5.0
95,95,19.00972574341402,72.82980109814788,"Crown Mills, New Prabhadevi Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400013, India",G/S,Blue,0.0,5.0
96,96,19.01149667888298,72.82578022054159,"R B Anant Desi Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",G/S,Blue,0.0,5.0
97,97,19.01595917144568,72.82937572223527,"Ravindra Natya Mandir, Sayani Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",G/S,Blue,0.0,5.0
98,98,19.0171681145523,72.82655398727022,"P Balu Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",G/S,Blue,0.0,5.0
99,99,19.01245929740808,72.82846416293373,"Standard Mills, Appasaheb Marathe Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",G/S,Blue,0.0,5.0
100,100,19.01239957080266,72.83021300585361,"J A Ravil Marg, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400025, India",G/S,Blue,0.0,5.0
101,101,19.00000241760243,72.82147289780036,"Professor Narendra Ganpat Bansode Marg, BDD Chawl, G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400018, India",G/S,Blue,0.0,5.0
102,102,19.01706077910868,72.85842755262297,"D S Baretto Road, Wadala Village, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400031, India",F/N,Blue,0.0,5.0
103,103,19.01757143368614,72.85470573257719,"Wadala Market, Katrak Road, Wadala Village, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400031, India",F/N,Blue,0.0,5.0
104,104,19.01297856528776,72.85128565165688,"F/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400031, India",F/N,Blue,0.0,5.0
105,105,19.02479940254987,72.86654970070214,"Dosti Club House, Barkat Ali Dargah Road, Barkat Ali Nagar, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400037, India",F/N,Blue,0.0,5.0
106,106,19.03795160807325,72.85956456476535,"Agarwada Colony, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, BOUNDARY, India",F/N,Blue,0.0,5.0
107,107,19.03482733781931,72.85716533089919,"Bhaudaji Road Extension, Agarwada Colony, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, BOUNDARY, India",F/N,Blue,0.0,5.0
108,108,19.02367680249057,72.86751984937196,"Barkat Ali Nagar, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400037, India",F/N,Blue,0.0,5.0
109,109,19.02543730124513,72.85979452744795,"Shamala Apartment, Scheme 57 Road no.14A, Nadkarni Park, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400019, India",F/N,Blue,0.0,5.0
110,110,19.03408418379157,72.86449421138708,"G Dardi Marg, Agarwada Colony, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400022, India",F/N,Blue,0.0,5.0
111,111,19.011613177009572,72.85651402577717,"Wadala Village, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400033, India",F/N,Blue,0.0,5.0
112,112,19.02144220299746,72.84822927534336,"Indian Education Society, Scheme 5 Road no.6, Wadala Village, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400014, India",F/N,Blue,0.0,5.0
113,113,19.03344767921452,72.85931359583236,"Laxmibai Kelkar Marg, Agarwada Colony, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400019, India",F/N,Blue,0.0,5.0
114,114,19.035278110543352,72.84033859611871,"Gupte Maternity and Surgical Home, Lt Dilip Gupte Marg, VSNL Colony, G/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400016, India",G/N,Blue,0.0,5.0
115,115,19.0333931924099,72.84237937734926,"Lady Jamshedji Road, VSNL Colony, G/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400016, India",G/N,Blue,0.0,5.0
116,116,19.042526234360782,72.84860047423223,"60 Feet Road, Cooperative Housing Society, Dharavi, Zone 2, Mumbai, Mumbai City, Maharashtra, BOUNDARY, India",G/N,Blue,0.0,5.0
117,117,19.04363890009815,72.84995790092489,"Ayurseva Hospital, Dharavi Main Road, Dharavi, Zone 2, Mumbai, Mumbai City, Maharashtra, 400017, India",G/N,Blue,0.0,5.0
118,118,19.02315925774155,72.83421819398318,"S K S Marg, VSNL Colony, G/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400028, India",G/N,Blue,0.0,5.0
119,119,19.01837719743785,72.8376513452927,"K,W, Chitale Marg, G/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400028, India",G/N,Blue,0.0,5.0
120,120,19.01915250043507,72.83784110052099,"OMKAR SOCIETY, Dr Ratnakar Bhaindarkar Rd, G/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400028, India",G/N,Blue,0.0,5.0
121,121,19.04185019360662,72.84822475800539,"Jasmine Mill Road, Dharavi, G/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, BOUNDARY, India",G/N,Blue,0.0,5.0
122,122,19.00855350677077,72.83484827347749,"G/S Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, India",G/N,Blue,0.0,5.0
123,123,19.08515914687724,72.91089749451116,"Khushal Hospital and Maternity Home, Jethalal Parekh Road, Saibaba Nagar, N Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400077, India",N,Blue,1.0,1.0
